Unnamed: 0.1,Unnamed: 0,Username,Text,Date Created,Number of Likes,Number of Retweet,Number of Replies,Source of Tweet,User ID,Conversation ID,status,Category,translated,translated cleaned,sentiment Scores,sentiment,sentiment_label,SVM Predicted Label
8445,8445,Vzaraummar,@AfikryAibrahim @jazlinasyahrul Comel betul..kuat merajuk..jenuh nk pujuk gf nnti 🤣🤣,2021-02-16 12:38:07+00:00,0,0,0,Twitter for iPhone,1361656100592869377,1361613436979847171,reply,Celebrity,@AfikryAibrahim @jazlinasyahrul It's really cute.. I'm so sulky.. I'm tired of persuading my gf later 🤣🤣,cute sulky tired persuading gf,"{'neg': 0.485, 'neu': 0.206, 'pos': 0.309, 'compound': -0.1779}",-0.1779,Negative,1.0
8446,8446,HayatWho,@AfikryAibrahim Comel ya rabbi 😂,2021-02-16 12:43:24+00:00,0,0,0,Twitter for Android,1361657431110000644,1361613436979847171,reply,Celebrity,@AfikryAibrahim Cute rabbi 😂,cute rabbi,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}",0.4588,Positive,
8455,8455,ribaibaruu,@AfikryAibrahim Awak dah 2 tahun kenalah matang sikit 😂🤣🤣🤣,2021-02-16 13:18:39+00:00,1,0,0,Twitter for iPhone,1361666300041256962,1361613436979847171,reply,Celebrity,"@AfikryAibrahim You've been 2 years old, you need to mature a bit 😂🤣🤣🤣",youve years mature bit,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",0.4215,Positive,1.0
8456,8456,aidaaziz5566,@AfikryAibrahim Kiutnya dia majuk,2021-02-16 13:24:01+00:00,1,0,0,Twitter for iPhone,1361667651647336448,1361613436979847171,reply,Celebrity,@AfikryAibrahim It's funny that he's advanced,funny advanced,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",0.5994,Positive,
8457,8457,syznjhr_,@AfikryAibrahim dia dua tahun ayah dia suruh dia matang aku 22 tahun ayah aku still cakap aku budak budak😹,2021-02-16 13:29:26+00:00,1,0,0,Twitter for iPhone,1361669015358251014,1361613436979847171,reply,Celebrity,"@AfikryAibrahim he's two years old, his father told him to mature, I'm 22 years old, my father still says I'm a boy 😹",years father told mature years father boy,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",0.4215,Positive,
8458,8458,buniansenja,@AfikryAibrahim “awak tu dah 2 tahun kena matangla sikit” im dead 😂😂😂😂,2021-02-16 13:29:38+00:00,1,0,0,Twitter for iPhone,1361669065526272001,1361613436979847171,reply,Celebrity,"@AfikryAibrahim ""you've been 2 years old, you need to mature a bit"" im dead 😂😂😂😂",youve years mature bit dead,"{'neg': 0.426, 'neu': 0.297, 'pos': 0.277, 'compound': -0.3612}",-0.3612,Negative,1.0
8462,8462,xiuqah,"@AfikryAibrahim Nihao! Saya nak bantu anak Malaysia yang betul² berminat nak BELAJAR MANDARIN via ONLINE 🤠 for upgrade skills and get an International Certificate 
DM me 📲  https://t.co/IHl8lruoCN https://t.co/jrzZCjf7ZH",2021-02-16 12:51:06+00:00,0,0,0,Twitter for Android,1361659367301373959,1361613436979847171,reply,Celebrity,"@AfikryAibrahim Nihao! I want to help Malaysian children who are really interested in LEARNING MANDARIN via ONLINE 🤠 for upgrading skills and getting an International Certificate
DM me 📲 https://t.co/IHl8lruoCN https://t.co/jrzZCjf7ZH",nihao malaysian children interested learning mandarin online upgrading skills international certificate dm,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}",0.4019,Positive,
8464,8464,shakirahesmile,@AfikryAibrahim alaaaaaaaaaaahai comel sangat,2021-02-16 12:52:54+00:00,0,0,0,Twitter for iPhone,1361659822253301760,1361613436979847171,reply,Celebrity,@AfikryAibrahim oh so cute,cute,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,Positive,1.0
8465,8465,KakakTopeng,@AfikryAibrahim Alololo comel adik merajuk nak makan daging 🤣🤣🤣,2021-02-16 12:53:11+00:00,0,0,0,Twitter for Android,1361659893724286981,1361613436979847171,reply,Celebrity,@AfikryAibrahim Alololo cute sister sulking to eat meat 🤣🤣🤣,alololo cute sister sulking eat meat,"{'neg': 0.263, 'neu': 0.421, 'pos': 0.316, 'compound': 0.128}",0.128,Positive,
8466,8466,aquweela,@AfikryAibrahim Hahah aloooo comelllll,2021-02-16 12:53:25+00:00,0,0,0,Twitter for iPhone,1361659950905192451,1361613436979847171,reply,Celebrity,@AfikryAibrahim Hahah hello cute,hahah cute,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}",0.4588,Positive,
8467,8467,jxhxshx,@AfikryAibrahim nak marah ke nak sakat ni ahahahahah,2021-02-16 12:53:29+00:00,0,0,0,Twitter for iPhone,1361659967082651653,1361613436979847171,reply,Celebrity,@AfikryAibrahim I'm so angry that it hurts ahahahahah,angry hurts ahahahahah,"{'neg': 0.865, 'neu': 0.135, 'pos': 0.0, 'compound': -0.7506}",-0.7506,Negative,0.0
8469,8469,n4zrizulkafli,@AfikryAibrahim @syanaswandy awak merajuk ke sembahyang? 😂,2021-02-16 12:54:53+00:00,0,0,0,Twitter for Android,1361660318900920323,1361613436979847171,reply,Celebrity,@AfikryAibrahim @syanaswandy are you grumpy to pray? 😂,grumpy pray,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}",0.3182,Positive,
8471,8471,LiyanaAbubakar,@AfikryAibrahim Comel nyaa 🤣,2021-02-16 12:58:28+00:00,0,0,0,Twitter for iPhone,1361661221594800132,1361613436979847171,reply,Celebrity,@AfikryAibrahim So cute 🤣,cute,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,Positive,
8472,8472,nrlsyafieqah,@AfikryAibrahim HAHAHAHAHAHAHAAHAH COMEL GILAAAAAAAAAAAAAAAA,2021-02-16 13:10:11+00:00,0,0,0,Twitter for iPhone,1361664172556046336,1361613436979847171,reply,Celebrity,@AfikryAibrahim HAHAHAHAHAHAHAHAAHAH CRAZY CUTE,hahahahahahahahaahah crazy cute,"{'neg': 0.375, 'neu': 0.156, 'pos': 0.469, 'compound': 0.1531}",0.1531,Positive,
8474,8474,c4ramel8_,@AfikryAibrahim eh2 boleh pulak terbatukk 😂 comel nau 🥺,2021-02-16 13:14:02+00:00,0,0,0,Twitter for iPhone,1361665140509220866,1361613436979847171,reply,Celebrity,@AfikryAibrahim you can cough 😂 so cute 🥺,cough cute,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}",0.4588,Positive,
8477,8477,BadNol,"@AfikryAibrahim ILMU TRADING✨
Sumpah (PERCUMA)
Nak ILMU MARKET Movement (T.A.)
Belajar trade SAMA²
Dari rumah buat gaji USD
✅register free
✅kelas online free
✅E-video free
✅E-book free
Sertai ICM/RTC
(RESIDENCE TRADER CLUB)
group Discussion ADMIN
(TEKAN SAHAJA n PM)
https://t.co/e0C4ozNBHA",2021-02-16 13:18:17+00:00,0,0,0,Twitter for Android,1361666210111229954,1361613436979847171,reply,Celebrity,"@AfikryAibrahim TRADING SCIENCE✨
Oath (FREE)
Want SCIENCE MARKET Movement (T.A.)
Learn to trade SAME²
From home to make USD salary
✅register free
✅free online classes
✅E-video free
✅ Free e-books
Join ICM/RTC
(RESIDENCE TRADER CLUB)
ADMIN Discussion group
(PRESS ONLY n PM)
https://t.co/e0C4ozNBHA",trading science oath free science market movement ta learn trade usd salary register free free online classes evideo free free ebooks join icmrtc residence trader club admin discussion group press,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.9565}",0.9565,Positive,
8480,8480,hanazabha,@AfikryAibrahim Alahai comelll,2021-02-16 13:31:52+00:00,0,0,0,Twitter for iPhone,1361669628196319233,1361613436979847171,reply,Celebrity,@AfikryAibrahim Wow cute,wow cute,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7783}",0.7783,Positive,
8481,8481,aliphdelmar,@AfikryAibrahim Kiblat awak salah tu kit.,2021-02-16 13:34:46+00:00,0,0,0,Twitter for Android,1361670358823145474,1361613436979847171,reply,Celebrity,@AfikryAibrahim Your direction is wrong kit.,direction wrong kit,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative,
8483,8483,daimanfiqolbi,"@AfikryAibrahim @its_aisyahhh Ciannn dia... bg lah sikit biar dia tahu langit tggi ke rendah. Eh,",2021-02-16 13:40:14+00:00,1,0,0,Twitter for Android,1361671734319931393,1361613436979847171,reply,Celebrity,"@AfikryAibrahim @its_aisyahhh Ciannn he... give him a little so he knows the sky is high and low. Uh,",ciannn sky high low uh,"{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.2732}",-0.2732,Negative,
8485,8485,lilymaya27,@AfikryAibrahim Weh comelnya hahahaha. Awak dah dua tahun matang la sikit 😭👍🏻,2021-02-16 13:41:13+00:00,1,0,0,Twitter for Android,1361671982106902530,1361613436979847171,reply,Celebrity,@AfikryAibrahim Wow that's cute hahahaha. You've matured a bit in two years 😭👍🏻,wow cute hahahaha youve matured bit years,"{'neg': 0.0, 'neu': 0.424, 'pos': 0.576, 'compound': 0.7783}",0.7783,Positive,
8486,8486,bellaZulaikhaZ,@AfikryAibrahim Wash wear warn,2021-01-27 10:45:28+00:00,0,0,0,Twitter for iPhone,1354379994533830658,1354379621769252865,reply,Celebrity,@AfikryAibrahim Wash wear warn,wash wear warn,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.1027}",-0.1027,Negative,
8488,8488,ily_mahfuzah,@AfikryAibrahim Helok helok helok,2021-01-27 10:53:43+00:00,0,0,0,Twitter for iPhone,1354382071662186500,1354379621769252865,reply,Celebrity,@AfikryAibrahim Beautiful beautiful beautiful,beautiful beautiful beautiful,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.9136}",0.9136,Positive,
8489,8489,paihbaha,@AfikryAibrahim Padu bak hang 👍🏻,2021-01-27 10:54:05+00:00,0,0,0,Twitter for iPhone,1354382163114749956,1354379621769252865,reply,Celebrity,@AfikryAibrahim Solid like hang 👍🏻,solid hang,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.1531}",0.1531,Positive,
8490,8490,_aisyahdamia,@AfikryAibrahim Ya Allah eloknyaa,2021-01-27 10:55:46+00:00,0,0,0,Twitter for Android,1354382585112129537,1354379621769252865,reply,Celebrity,"@AfikryAibrahim Oh God, it's good",god good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6124}",0.6124,Positive,1.0
8491,8491,abelukmeyy,@AfikryAibrahim Jelinganmu memusnahkan ku,2021-01-27 11:03:53+00:00,0,0,0,Twitter for Android,1354384628056875008,1354379621769252865,reply,Celebrity,@AfikryAibrahim Your glare destroyed me,glare destroyed,"{'neg': 0.762, 'neu': 0.238, 'pos': 0.0, 'compound': -0.4939}",-0.4939,Negative,
8492,8492,zarational1,@AfikryAibrahim Tall dark handsome,2021-01-27 11:05:34+00:00,0,0,0,Twitter for Android,1354385054743498753,1354379621769252865,reply,Celebrity,@AfikryAibrahim Tall dark handsome,tall dark handsome,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939}",0.4939,Positive,
8493,8493,stnrhzyh,@AfikryAibrahim Elakkan 3 S,2021-01-27 11:06:52+00:00,0,0,0,Twitter for Android,1354385378187255815,1354379621769252865,reply,Celebrity,@AfikryAibrahim Avoid 3 S,avoid,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,
8495,8495,nurshainaz,@AfikryAibrahim Tingkap rendah sangat,2021-01-27 11:09:50+00:00,0,0,0,Twitter for iPhone,1354386124643344385,1354379621769252865,reply,Celebrity,@AfikryAibrahim Very low windows,low windows,"{'neg': 0.677, 'neu': 0.323, 'pos': 0.0, 'compound': -0.2732}",-0.2732,Negative,
8499,8499,izzatiabdull,@AfikryAibrahim hidung sangkut koley 🤣,2021-01-27 11:32:23+00:00,0,0,0,Twitter for iPhone,1354391799897317376,1354379621769252865,reply,Celebrity,@AfikryAibrahim your nose is stuck 🤣,nose stuck,"{'neg': 0.667, 'neu': 0.333, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative,
8500,8500,juneformyjohnny,"@AfikryAibrahim cool, handsome, jodoh.

eh.",2021-01-27 11:40:28+00:00,0,0,0,Twitter for Android,1354393837255454720,1354379621769252865,reply,Celebrity,"@AfikryAibrahim cool, handsome, mate.

uh.",cool handsome mate uh,"{'neg': 0.0, 'neu': 0.267, 'pos': 0.733, 'compound': 0.6705}",0.6705,Positive,1.0
8502,8502,nik_nfarhana,@AfikryAibrahim Tall dark handsome ok dah 😂,2021-01-27 11:47:01+00:00,0,0,0,Twitter for Android,1354395483758706691,1354379621769252865,reply,Celebrity,@AfikryAibrahim Tall dark handsome is ok 😂,tall dark handsome,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939}",0.4939,Positive,
8504,8504,izzahmatnoor_,@AfikryAibrahim Ya allah jodoh 🥰😍,2021-01-27 11:50:43+00:00,0,0,0,Twitter for iPhone,1354396414290214915,1354379621769252865,reply,Celebrity,"@AfikryAibrahim Oh my God, soul mate 🥰😍",god soul mate,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.2732}",0.2732,Positive,
8508,8508,nuqman0106,@AfikryAibrahim Semoga dipermudahkan segalanya......🙂,2021-01-27 12:55:58+00:00,0,0,0,Twitter for Android,1354412833799213062,1354379621769252865,reply,Celebrity,@AfikryAibrahim May everything be made easier......🙂,easier,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,Positive,
8509,8509,syusyu59,@AfikryAibrahim Why so handsome 🥰,2021-01-27 13:42:24+00:00,0,0,0,Twitter for iPhone,1354424523047587840,1354379621769252865,reply,Celebrity,@AfikryAibrahim Why so handsome 🥰,handsome,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",0.4939,Positive,
8511,8511,fatinfaridah93,@AfikryAibrahim I love Allah....,2021-01-27 14:11:48+00:00,0,0,0,Twitter for Android,1354431918352175109,1354379621769252865,reply,Celebrity,@AfikryAibrahim I love Allah....,love allah,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,Positive,
8516,8516,AsyraffSaidin,@AfikryAibrahim Jarang tak handsome,2021-01-27 19:50:27+00:00,0,0,0,Twitter for iPhone,1354517145133060096,1354379621769252865,reply,Celebrity,@AfikryAibrahim Rarely not handsome,rarely handsome,"{'neg': 0.724, 'neu': 0.276, 'pos': 0.0, 'compound': -0.3875}",-0.3875,Negative,1.0
8517,8517,idamedinaa,"@AfikryAibrahim Theres only 1 thing, 2 say, 3 words, for you. I love you. Ehhh. Itu laguu 🙊",2021-01-27 21:15:08+00:00,0,0,0,Twitter for iPhone,1354538453858304000,1354379621769252865,reply,Celebrity,"@AfikryAibrahim Theres only 1 thing, 2 say, 3 words, for you. I love you. Ehhh. Itu laguu 🙊",thing love ehhh itu laguu,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,Positive,1.0
8519,8519,afiqshika1403,@AfikryAibrahim You looks awesome,2021-01-30 13:55:58+00:00,0,0,0,Twitter for Android,1355515100514316290,1354379621769252865,reply,Celebrity,@AfikryAibrahim You looks awesome,awesome,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,Positive,
8521,8521,Idaho31962005,@AfikryAibrahim Best Man Win👍,2021-02-01 22:16:15+00:00,0,0,0,Twitter for Android,1356365775146086400,1354379621769252865,reply,Celebrity,@AfikryAibrahim Best Man Win👍,man win,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,Positive,
8529,8529,Who73347455,@yunamusic @catalinawhales super cool dad whale? ...or silent bodyguard who reveals they have an unexpected talent at the end of the movie? https://t.co/vJ2rokWeRL,2021-12-19 00:59:05+00:00,7,0,1,Twitter Web App,1472370870870028289,1472362159434723328,reply,Celebrity,@yunamusic @catalinawhales super cool dad whale? ...or silent bodyguard who reveals they have an unexpected talent at the end of the movie? https://t.co/vJ2rokWeRL,super cool dad whale silent bodyguard reveals unexpected talent movie,"{'neg': 0.0, 'neu': 0.438, 'pos': 0.562, 'compound': 0.8402}",0.8402,Positive,1.0
8536,8536,timgerst,@CatalinaAlien @yunamusic @catalinawhales Nice one!,2021-12-19 15:08:47+00:00,0,0,0,Twitter Web App,1472584702938787841,1472362159434723328,reply,Celebrity,@CatalinaAlien @yunamusic @catalinawhales Nice one!,nice,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,Positive,
8558,8558,CKei169,@yunamusic @catalinawhales Good baby,2021-12-19 01:09:15+00:00,0,0,0,Twitter for iPhone,1472373427600519168,1472362159434723328,reply,Celebrity,@yunamusic @catalinawhales Good baby,good baby,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,Positive,
8560,8560,YessamBeats,@yunamusic @catalinawhales The water is warm!!!,2021-12-19 01:15:21+00:00,1,0,0,Twitter for iPhone,1472374962304348162,1472362159434723328,reply,Celebrity,@yunamusic @catalinawhales The water is warm!!!,water warm,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}",0.2263,Positive,
8568,8568,00xCJ,@yunamusic @catalinawhales Wow yuna you bought whales too?,2021-12-19 06:46:41+00:00,0,0,0,Twitter for iPhone,1472458345080451073,1472362159434723328,reply,Celebrity,@yunamusic @catalinawhales Wow yuna you bought whales too?,wow yuna bought whales,"{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.5859}",0.5859,Positive,
8569,8569,joztern,@yunamusic @catalinawhales shit now even nfts gonna go mainstream in my country 🔥🔥🔥 https://t.co/21wWuu7EDR,2021-12-19 09:50:32+00:00,0,0,0,Twitter Web App,1472504612854788101,1472362159434723328,reply,Celebrity,@yunamusic @catalinawhales shit now even nfts gonna go mainstream in my country 🔥🔥🔥 https://t.co/21wWuu7EDR,shit nfts gonna mainstream country,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative,
8572,8572,stonekanaka,@yunamusic @catalinawhales Wats guciii nice one whales 🐳 🤙🏽🙏🏽,2021-12-19 17:58:13+00:00,0,0,0,Twitter for iPhone,1472627342174425089,1472362159434723328,reply,Celebrity,@yunamusic @catalinawhales Wats guciii nice one whales 🐳 🤙🏽🙏🏽,wats guciii nice whales,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",0.4215,Positive,
8573,8573,Tawan_V,@yunamusic Happy birthday to youuuu 🤩,2021-11-17 06:09:46+00:00,2301,289,61,Twitter for iPad,1460852646026244097,1460663514561843200,reply,Celebrity,@yunamusic Happy birthday to youuuu 🤩,happy birthday youuuu,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,Positive,
8575,8575,yuna_daily,@yunamusic happy birthday qweeen! stay blessed and healthy ❤️❤️❤️,2021-11-16 17:57:15+00:00,2,0,0,Twitter for iPhone,1460668299159629829,1460663514561843200,reply,Celebrity,@yunamusic happy birthday qweeen! stay blessed and healthy ❤️❤️❤️,happy birthday qweeen stay blessed healthy,"{'neg': 0.0, 'neu': 0.226, 'pos': 0.774, 'compound': 0.8834}",0.8834,Positive,
8576,8576,lathofya,@yunamusic Happy birthday kween👑🥳,2021-11-16 17:58:59+00:00,1,0,0,Twitter for Android,1460668738429022215,1460663514561843200,reply,Celebrity,@yunamusic Happy birthday queen👑🥳,happy birthday queen,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,Positive,1.0
8577,8577,RelaxRutin,@yunamusic Seni tanımıyorum ama iyi ki doğdun!.. ve sayende bu güzel fotoğrafı görebiliyorum.,2021-11-16 18:06:14+00:00,1,0,0,Twitter for iPhone,1460670560246063107,1460663514561843200,reply,Celebrity,@yunamusic I don't know you but happy birthday!.. and thanks to you I can see this beautiful photo.,happy birthday beautiful photo,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.8225}",0.8225,Positive,
8578,8578,AceWilliams4,@yunamusic 'Hetepu' @yunamusic  Have a Happy And Blessed Birthday ☮️💜🌷,2021-11-16 18:31:36+00:00,1,0,0,Twitter Web App,1460676946098933764,1460663514561843200,reply,Celebrity,@yunamusic 'Hetepu' @yunamusic  Have a Happy And Blessed Birthday ☮️💜🌷,hetepu happy blessed birthday,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.8225}",0.8225,Positive,
8580,8580,iKTdaTOsoVByILd,@yunamusic happy birthday may Allah bless you always !!💓,2021-11-17 02:48:26+00:00,1,0,0,Twitter for Android,1460801975570743297,1460663514561843200,reply,Celebrity,@yunamusic happy birthday may Allah bless you always !!💓,happy birthday allah bless,"{'neg': 0.0, 'neu': 0.235, 'pos': 0.765, 'compound': 0.7579}",0.7579,Positive,
8581,8581,SenatorRasAdiba,@yunamusic How wonderful to have the sun shining on you on your special day adik. Have a wonderful new year 💜,2021-11-17 08:32:20+00:00,2,0,0,Twitter for Android,1460888523397996545,1460663514561843200,reply,Celebrity,@yunamusic How wonderful to have the sun shining on you on your special day adik. Have a wonderful new year 💜,wonderful sun shining special day adik wonderful year,"{'neg': 0.0, 'neu': 0.331, 'pos': 0.669, 'compound': 0.8779}",0.8779,Positive,1.0
8582,8582,PADKHA,@yunamusic HB Yuna. Moga sentiasa dirahmati Dan diberkati,2021-11-19 16:09:07+00:00,0,0,0,Twitter for iPad,1461728252339232770,1460663514561843200,reply,Celebrity,@yunamusic HB Yuna. May you always be blessed and blessed,hb yuna blessed blessed,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.8316}",0.8316,Positive,
8583,8583,seeetian,@yunamusic Happy Belated Birthday Kak Yuna! Semoga sentiasa murah rezeki dan dilindungi oleh-Nya.,2021-11-16 17:39:17+00:00,0,0,0,Twitter for iPhone,1460663780329721859,1460663514561843200,reply,Celebrity,@yunamusic Happy Belated Birthday Sis Yuna! May sustenance always be generous and protected by Him.,happy belated birthday sis yuna sustenance generous protected,"{'neg': 0.0, 'neu': 0.336, 'pos': 0.664, 'compound': 0.872}",0.872,Positive,
8584,8584,Sharizanblank,@yunamusic Happy birthday sister ❤️❤️❤️ Have a great one!,2021-11-16 17:40:07+00:00,0,0,0,Twitter for iPhone,1460663989638103041,1460663514561843200,reply,Celebrity,@yunamusic Happy birthday sister ❤️❤️❤️ Have a great one!,happy birthday sister great,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.8316}",0.8316,Positive,
8585,8585,QueenDing35,@yunamusic Happy Belated Bday Yuna! :),2021-11-16 17:44:19+00:00,0,0,0,Twitter Web App,1460665045688336387,1460663514561843200,reply,Celebrity,@yunamusic Happy Belated Bday Yuna! :),happy belated bday yuna,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,Positive,
8586,8586,yuznzrhyacoob,@yunamusic Happy birthday gorgeous ❤️,2021-11-16 17:45:03+00:00,0,0,0,Twitter for iPhone,1460665229251989505,1460663514561843200,reply,Celebrity,@yunamusic Happy birthday gorgeous ❤️,happy birthday gorgeous,"{'neg': 0.0, 'neu': 0.115, 'pos': 0.885, 'compound': 0.8271}",0.8271,Positive,1.0
8587,8587,roumeantics,@yunamusic I LOVE U QUEEN HAPPY BDAY,2021-11-16 17:56:36+00:00,0,0,0,Twitter for iPhone,1460668137607622660,1460663514561843200,reply,Celebrity,@yunamusic I LOVE U QUEEN HAPPY BDAY,love queen happy bday,"{'neg': 0.0, 'neu': 0.202, 'pos': 0.798, 'compound': 0.836}",0.836,Positive,
8588,8588,jhopehoya,@yunamusic happy birthday queen. love ya.,2021-11-16 18:00:51+00:00,0,0,0,Twitter for Android,1460669208954499076,1460663514561843200,reply,Celebrity,@yunamusic happy birthday queen. love ya.,happy birthday queen love ya,"{'neg': 0.0, 'neu': 0.275, 'pos': 0.725, 'compound': 0.836}",0.836,Positive,
8590,8590,tiniz,@yunamusic Happy happy birthday!!!,2021-11-16 19:57:12+00:00,0,0,0,Twitter for iPhone,1460698489214550022,1460663514561843200,reply,Celebrity,@yunamusic Happy happy birthday!!!,happy happy birthday,"{'neg': 0.0, 'neu': 0.119, 'pos': 0.881, 'compound': 0.8126}",0.8126,Positive,
8591,8591,emaneous,@yunamusic Happy birthday Yunalis!!,2021-11-16 21:13:07+00:00,0,0,0,Twitter for Android,1460717590280478721,1460663514561843200,reply,Celebrity,@yunamusic Happy birthday Yunalis!!,happy birthday yunalis,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,Positive,
8592,8592,headsink,@yunamusic Namaste. Happy birthday.,2021-11-16 21:16:30+00:00,0,0,0,Twitter for Android,1460718444337262592,1460663514561843200,reply,Celebrity,@yunamusic Namaste. Happy birthday.,namaste happy birthday,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,Positive,
8593,8593,NQieha,@yunamusic Happy Birthday 🎂,2021-11-16 22:35:31+00:00,0,0,0,Twitter for iPhone,1460738326990778371,1460663514561843200,reply,Celebrity,@yunamusic Happy Birthday 🎂,happy birthday,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,Positive,
8594,8594,atekasyahidas,@yunamusic Happy birthday 🤍,2021-11-16 22:51:40+00:00,0,0,0,Twitter for iPhone,1460742394156965892,1460663514561843200,reply,Celebrity,@yunamusic Happy birthday 🤍,happy birthday,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,Positive,
8595,8595,safinassab,@yunamusic Happy Birthday Aleese + miss you ❤ may allah grant you all the goodness in life 😍,2021-11-16 23:02:29+00:00,0,0,0,Twitter for Android,1460745115056553985,1460663514561843200,reply,Celebrity,@yunamusic Happy Birthday Aleese + miss you ❤ may allah grant you all the goodness in life 😍,happy birthday aleese allah grant goodness life,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.8481}",0.8481,Positive,1.0
8596,8596,ohmeelo,@yunamusic Happy bdayyyyy!!,2021-11-16 23:18:28+00:00,0,0,0,Twitter for iPhone,1460749136035135489,1460663514561843200,reply,Celebrity,@yunamusic Happy bdayyyyy!!,happy bdayyyyy,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,Positive,
8597,8597,MaryAS1987,@yunamusic happy birthday.. God bless u always,2021-11-16 23:18:33+00:00,0,0,0,Twitter for Android,1460749160773144578,1460663514561843200,reply,Celebrity,@yunamusic happy birthday.. God bless u always,happy birthday god bless,"{'neg': 0.0, 'neu': 0.104, 'pos': 0.896, 'compound': 0.8225}",0.8225,Positive,
8598,8598,Liza_she_is,"@yunamusic Happiest Birthday, Yuna!!",2021-11-16 23:51:07+00:00,0,0,0,Twitter for iPhone,1460757356212457475,1460663514561843200,reply,Celebrity,"@yunamusic Happiest Birthday, Yuna!!",happiest birthday yuna,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,Positive,
